170217 190405.016|CONFIG|Thread-3|setFileHandlers|Now logging to /home/pc-65304/桌面/acm-day-2/pc2/bin/logs directory.
170217 192449.996|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192449.996|INFO|Thread-19|dumpPacket|    To: TEAM26 @ site 1
170217 192449.996|INFO|Thread-19|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 19 QUEUED_FOR_COMPUTER_JUDGEMENT 13 min 785258ms from TEAM26 @ site 1 id Run--7619503070368825564 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192450.757|INFO|Thread-20|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #421 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192450.757|INFO|Thread-20|dumpPacket|Packet RUN_JUDGEMENT (Seq #421 ) recieveObject
170217 192450.757|INFO|Thread-20|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192450.758|INFO|Thread-20|dumpPacket|    To: TEAM26 @ site 1
170217 192450.758|INFO|Thread-20|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 192450.758|INFO|Thread-20|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--2635435378331468706
170217 192450.758|INFO|Thread-20|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 19 JUDGED 13 min 785258ms from TEAM26 @ site 1 id Run--7619503070368825564 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192450.758|INFO|Thread-20|info|handlePacket start Packet[RUN_JUDGEMENT] #421 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192450.758|INFO|Thread-20|dumpPacket|Packet RUN_JUDGEMENT (Seq #421 ) handlePacket
170217 192450.758|INFO|Thread-20|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192450.758|INFO|Thread-20|dumpPacket|    To: TEAM26 @ site 1
170217 192450.759|INFO|Thread-20|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 192450.759|INFO|Thread-20|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--2635435378331468706
170217 192450.759|INFO|Thread-20|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 19 JUDGED 13 min 785258ms from TEAM26 @ site 1 id Run--7619503070368825564 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192451.432|INFO|Thread-20|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #421 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192451.798|INFO|Thread-19|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #417 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192525.106|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A GNU C++ file: /home/pc-65304/桌面/pa.cpp
170217 192525.107|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #6 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 192525.108|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #6 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 192525.126|INFO|Thread-22|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #429 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192525.127|INFO|Thread-22|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #429 ) recieveObject
170217 192525.127|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192525.127|INFO|Thread-22|dumpPacket|    To: TEAM26 @ site 1
170217 192525.128|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 21 QUEUED_FOR_COMPUTER_JUDGEMENT 13 min 820391ms from TEAM26 @ site 1 id Run--3828955695252400962 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192525.128|INFO|Thread-22|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #429 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192525.128|INFO|Thread-22|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #429 ) handlePacket
170217 192525.128|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192525.128|INFO|Thread-22|dumpPacket|    To: TEAM26 @ site 1
170217 192525.129|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 21 QUEUED_FOR_COMPUTER_JUDGEMENT 13 min 820391ms from TEAM26 @ site 1 id Run--3828955695252400962 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192525.893|INFO|Thread-23|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #433 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192525.894|INFO|Thread-23|dumpPacket|Packet RUN_JUDGEMENT (Seq #433 ) recieveObject
170217 192525.895|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192525.895|INFO|Thread-23|dumpPacket|    To: TEAM26 @ site 1
170217 192525.896|INFO|Thread-23|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 192525.896|INFO|Thread-23|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE2 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord-6603520935054503841
170217 192525.897|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 21 JUDGED 13 min 820391ms from TEAM26 @ site 1 id Run--3828955695252400962 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192525.898|INFO|Thread-23|info|handlePacket start Packet[RUN_JUDGEMENT] #433 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192525.898|INFO|Thread-23|dumpPacket|Packet RUN_JUDGEMENT (Seq #433 ) handlePacket
170217 192525.898|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192525.899|INFO|Thread-23|dumpPacket|    To: TEAM26 @ site 1
170217 192525.899|INFO|Thread-23|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 192525.900|INFO|Thread-23|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE2 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord-6603520935054503841
170217 192525.901|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 21 JUDGED 13 min 820391ms from TEAM26 @ site 1 id Run--3828955695252400962 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192526.570|INFO|Thread-23|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #433 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192526.976|INFO|Thread-22|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #429 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192827.146|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A GNU C++ file: /home/pc-65304/桌面/pa.cpp
170217 192827.147|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #7 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 192827.148|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #7 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 192827.167|INFO|Thread-25|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #435 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192827.167|INFO|Thread-25|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #435 ) recieveObject
170217 192827.167|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192827.167|INFO|Thread-25|dumpPacket|    To: TEAM26 @ site 1
170217 192827.167|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 22 QUEUED_FOR_COMPUTER_JUDGEMENT 16 min 1002436ms from TEAM26 @ site 1 id Run-1781380921377615488 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192827.167|INFO|Thread-25|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #435 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192827.168|INFO|Thread-25|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #435 ) handlePacket
170217 192827.168|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192827.168|INFO|Thread-25|dumpPacket|    To: TEAM26 @ site 1
170217 192827.168|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 22 QUEUED_FOR_COMPUTER_JUDGEMENT 16 min 1002436ms from TEAM26 @ site 1 id Run-1781380921377615488 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192828.065|INFO|Thread-26|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #440 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192828.066|INFO|Thread-26|dumpPacket|Packet RUN_JUDGEMENT (Seq #440 ) recieveObject
170217 192828.067|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192828.067|INFO|Thread-26|dumpPacket|    To: TEAM26 @ site 1
170217 192828.068|INFO|Thread-26|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 192828.068|INFO|Thread-26|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-514536612572032599 id JudgementRecord-9054744337496365601
170217 192828.069|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 22 JUDGED 16 min 1002436ms from TEAM26 @ site 1 id Run-1781380921377615488 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192828.069|INFO|Thread-26|info|handlePacket start Packet[RUN_JUDGEMENT] #440 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192828.070|INFO|Thread-26|dumpPacket|Packet RUN_JUDGEMENT (Seq #440 ) handlePacket
170217 192828.070|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 192828.070|INFO|Thread-26|dumpPacket|    To: TEAM26 @ site 1
170217 192828.071|INFO|Thread-26|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 192828.071|INFO|Thread-26|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-514536612572032599 id JudgementRecord-9054744337496365601
170217 192828.072|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 22 JUDGED 16 min 1002436ms from TEAM26 @ site 1 id Run-1781380921377615488 problem A--6241141222231853116 lang GNU C++-162031913540604745
170217 192828.620|INFO|Thread-26|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #440 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 192829.007|INFO|Thread-25|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #435 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 194314.329|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for C GNU C++ file: /home/pc-65304/桌面/pc.cpp
170217 194314.330|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #8 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 194314.331|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #8 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 194314.350|INFO|Thread-28|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #536 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 194314.351|INFO|Thread-28|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #536 ) recieveObject
170217 194314.351|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 194314.351|INFO|Thread-28|dumpPacket|    To: TEAM26 @ site 1
170217 194314.351|INFO|Thread-28|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 38 QUEUED_FOR_COMPUTER_JUDGEMENT 31 min 1889631ms from TEAM26 @ site 1 id Run--5515154186830408204 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 194314.351|INFO|Thread-28|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #536 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 194314.352|INFO|Thread-28|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #536 ) handlePacket
170217 194314.352|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 194314.352|INFO|Thread-28|dumpPacket|    To: TEAM26 @ site 1
170217 194314.353|INFO|Thread-28|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 38 QUEUED_FOR_COMPUTER_JUDGEMENT 31 min 1889631ms from TEAM26 @ site 1 id Run--5515154186830408204 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 194315.276|INFO|Thread-29|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #540 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 194315.276|INFO|Thread-29|dumpPacket|Packet RUN_JUDGEMENT (Seq #540 ) recieveObject
170217 194315.277|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 194315.277|INFO|Thread-29|dumpPacket|    To: TEAM26 @ site 1
170217 194315.278|INFO|Thread-29|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 194315.279|INFO|Thread-29|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE5 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--2308475798155692359
170217 194315.280|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 38 JUDGED 31 min 1889631ms from TEAM26 @ site 1 id Run--5515154186830408204 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 194315.280|INFO|Thread-29|info|handlePacket start Packet[RUN_JUDGEMENT] #540 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 194315.281|INFO|Thread-29|dumpPacket|Packet RUN_JUDGEMENT (Seq #540 ) handlePacket
170217 194315.282|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 194315.282|INFO|Thread-29|dumpPacket|    To: TEAM26 @ site 1
170217 194315.283|INFO|Thread-29|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 194315.284|INFO|Thread-29|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE5 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--2308475798155692359
170217 194315.285|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 38 JUDGED 31 min 1889631ms from TEAM26 @ site 1 id Run--5515154186830408204 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 194315.903|INFO|Thread-29|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #540 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 194316.344|INFO|Thread-28|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #536 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195111.436|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for C GNU C++ file: /home/pc-65304/桌面/pc.cpp
170217 195111.437|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #9 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 195111.437|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #9 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 195111.463|INFO|Thread-31|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #612 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195111.463|INFO|Thread-31|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #612 ) recieveObject
170217 195111.463|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 195111.463|INFO|Thread-31|dumpPacket|    To: TEAM26 @ site 1
170217 195111.464|INFO|Thread-31|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 50 QUEUED_FOR_COMPUTER_JUDGEMENT 39 min 2366743ms from TEAM26 @ site 1 id Run--7685790696957890615 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 195111.464|INFO|Thread-31|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #612 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195111.464|INFO|Thread-31|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #612 ) handlePacket
170217 195111.464|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 195111.465|INFO|Thread-31|dumpPacket|    To: TEAM26 @ site 1
170217 195111.465|INFO|Thread-31|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 50 QUEUED_FOR_COMPUTER_JUDGEMENT 39 min 2366743ms from TEAM26 @ site 1 id Run--7685790696957890615 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 195112.446|INFO|Thread-32|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #616 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195112.447|INFO|Thread-32|dumpPacket|Packet RUN_JUDGEMENT (Seq #616 ) recieveObject
170217 195112.447|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 195112.447|INFO|Thread-32|dumpPacket|    To: TEAM26 @ site 1
170217 195112.447|INFO|Thread-32|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 195112.447|INFO|Thread-32|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--5528636138333268314
170217 195112.447|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 50 JUDGED 39 min 2366743ms from TEAM26 @ site 1 id Run--7685790696957890615 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 195112.447|INFO|Thread-32|info|handlePacket start Packet[RUN_JUDGEMENT] #616 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195112.447|INFO|Thread-32|dumpPacket|Packet RUN_JUDGEMENT (Seq #616 ) handlePacket
170217 195112.447|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 195112.448|INFO|Thread-32|dumpPacket|    To: TEAM26 @ site 1
170217 195112.448|INFO|Thread-32|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 195112.448|INFO|Thread-32|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--5528636138333268314
170217 195112.448|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 50 JUDGED 39 min 2366743ms from TEAM26 @ site 1 id Run--7685790696957890615 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 195113.105|INFO|Thread-32|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #616 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195113.464|INFO|Thread-31|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #612 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195316.404|INFO|AWT-EventQueue-0|submitClarification|submit clarification for C 請問最後一筆output換行後還需要換行嘛?
170217 195316.405|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[CLARIFICATION_SUBMISSION] #10 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 195316.405|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[CLARIFICATION_SUBMISSION] #10 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 195316.423|INFO|Thread-34|info| receiveObject(S) start got Packet[CLARIFICATION_SUBMISSION_CONFIRM] #638 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195316.424|INFO|Thread-34|dumpPacket|Packet CLARIFICATION_SUBMISSION_CONFIRM (Seq #638 ) recieveObject
170217 195316.424|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 195316.424|INFO|Thread-34|dumpPacket|    To: TEAM26 @ site 1
170217 195316.425|INFO|Thread-34|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 2 NEW from TEAM26 @ site 1 at 41 id=Clarification-1710068309075803216
170217 195316.425|INFO|Thread-34|info|handlePacket start Packet[CLARIFICATION_SUBMISSION_CONFIRM] #638 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195316.426|INFO|Thread-34|dumpPacket|Packet CLARIFICATION_SUBMISSION_CONFIRM (Seq #638 ) handlePacket
170217 195316.426|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 195316.426|INFO|Thread-34|dumpPacket|    To: TEAM26 @ site 1
170217 195316.426|INFO|Thread-34|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 2 NEW from TEAM26 @ site 1 at 41 id=Clarification-1710068309075803216
170217 195316.428|INFO|Thread-34|info| receiveObject(S) end   got Packet[CLARIFICATION_SUBMISSION_CONFIRM] #638 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195535.508|INFO|Thread-35|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #661 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195535.508|INFO|Thread-35|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #661 ) recieveObject
170217 195535.508|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 195535.509|INFO|Thread-35|dumpPacket|    To: TEAM26 @ site 1
170217 195535.509|INFO|Thread-35|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 2 ANSWERED from TEAM26 @ site 1 at 41 id=Clarification-1710068309075803216
170217 195535.509|INFO|Thread-35|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
170217 195535.509|INFO|Thread-35|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Please read the problem carefully.
170217 195535.509|INFO|Thread-35|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #661 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 195535.509|INFO|Thread-35|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #661 ) handlePacket
170217 195535.509|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 195535.509|INFO|Thread-35|dumpPacket|    To: TEAM26 @ site 1
170217 195535.509|INFO|Thread-35|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 2 ANSWERED from TEAM26 @ site 1 at 41 id=Clarification-1710068309075803216
170217 195535.510|INFO|Thread-35|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
170217 195535.510|INFO|Thread-35|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String Please read the problem carefully.
170217 195537.947|INFO|Thread-35|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #661 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200010.618|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for C GNU C++ file: /home/pc-65304/桌面/pc.cpp
170217 200010.620|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #11 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 200010.620|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #11 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 200010.641|INFO|Thread-37|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #713 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200010.641|INFO|Thread-37|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #713 ) recieveObject
170217 200010.641|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 200010.641|INFO|Thread-37|dumpPacket|    To: TEAM26 @ site 1
